51304567164,ege,154,353
51304578770,cdc,92,281
51304581391,bfb,162,84
51304586015,cfe,155,46
51304633052,bga,88,146
51304646256,eba,145,36
51304688415,bag,197,153
51304691821,efe,214,157
51304710084,egf,126,267
51304719765,bga,30,116
51304730651,acb,146,45
51304747864,fcf,3,141
51304756665,gee,28,5
51304785647,cac,218,159
51304790268,bdg,116,189
51304800528,cda,166,270
51304803321,ege,52,395
51304813232,dbe,12,86
51304820507,eef,126,133
51304834987,ddb,32,220
51304836748,ebg,49,270
51304848697,dcg,284,153
51304853728,bbd,291,252
51304854500,fcb,81,224
51304854636,cfb,187,200
51304867143,cbb,178,230
51304919730,cdc,204,224
51304952034,dca,294,85
51304977174,edc,95,247
51304984453,agg,103,109
51305007889,aee,172,165
51305018487,abb,145,119
51305019411,ede,140,181
51305019512,ecc,256,242
51305061577,cgc,91,51
51305064908,gaf,197,175
51305071873,cca,168,18
51305098702,cgd,12,276
51305105205,ccf,63,195
51305112722,ebe,158,286
51305139199,bgf,180,65
51305191795,gbc,70,289
51305196686,fag,203,68
51305227426,cba,86,113
51305228233,dgg,197,146
51305254315,eaf,296,182
51305295212,ffg,97,169
51305313521,gce,49,92
51305327722,dcc,31,148
51305353462,cbc,86,259
51305368658,ggc,183,39
51305375873,fgd,181,62
51305458247,eaa,72,132
51305477520,bfe,143,72
51305511908,bea,288,143
51305541677,fbd,151,294
51305552220,ggb,40,54
51305592387,cbf,279,9
51305627973,fag,117,59
51305651073,bff,197,154
51305651975,aae,3,185
51305660095,dfe,92,260
51305665574,cdf,141,295
51305676897,ddc,141,223
51305681646,feg,270,32
51305693680,fae,98,218
51305698075,bca,146,60
51305739981,bae,282,9
51305757597,fcd,193,133
51305770786,beg,295,36
51305801922,bga,116,111
51305806173,eca,42,199
51305848013,bge,174,210
51305855919,aaa,257,216
51305870891,caa,133,144
51305908209,abg,152,262
51305938752,ecc,176,278
51305948369,aad,298,15
51305969391,dgf,270,254
51305978163,fab,193,222
51305986044,fcb,101,212
51305996956,ccb,224,190
51306000075,ecg,101,54
51306015662,cfa,194,297
51306016245,gde,48,211
51306068156,fac,265,99
51306069206,daa,157,254
51306091730,bcd,255,13
51306104512,egc,233,286
51306130212,fff,243,66
51306132694,fff,288,77
51306134555,bbe,203,152
51306141394,adc,159,79
51306146636,fgb,58,181
51306190967,acf,143,146
51306193774,fbd,75,305
51306239963,dbd,129,325
51306256041,fge,98,119
51306291686,dac,289,10
51306300285,dfa,167,173
51306306795,ecc,204,283
51306318587,bfg,9,27
51306322018,afa,297,191
51306337148,ecb,50,5
51306347042,edb,85,177
51306351654,dec,275,212
51306364824,fce,107,251
51306376110,cba,159,132
51306402534,fdd,228,163
51306422676,ccd,43,253
51306443180,cea,121,133
51306458187,cbe,156,105
51306476021,fgf,40,292
51306484036,gaf,276,164
51306529452,cfg,167,251
51306541737,bef,292,61
51306581956,afa,51,210
51306598261,cbc,43,269
51306598945,eeb,31,85
51306614782,feg,92,32
51306623156,ecf,88,249
51306631156,acg,151,113
51306664873,ggg,156,181
51306731169,ecg,34,53
51306746525,aac,163,123
51306752720,faa,169,13
51306768494,fbb,256,44
51306779623,faa,188,12
51306793636,gbd,161,233
51306793795,beb,234,148
51306806965,bea,49,118
51306814264,gba,202,192
51306817651,ddf,232,96
51306820323,dfc,143,57
51306825016,gbg,233,101
51306841363,ffc,263,122
51306846789,adc,193,89
51306852016,bce,174,249
51306868134,ffg,80,135
51306869352,add,3,107
51306874924,adf,64,296
51306875526,fee,24,224
51306885456,ade,33,176
51306899510,afg,277,244
51306899811,baa,35,176
51306918493,daa,205,284
51306923192,dbf,59,244
51306957320,gad,124,172
51306976280,fbe,19,156
51306994699,fcc,6,99
51307002547,fcb,21,222
51307028098,caf,14,114
51307046535,bde,133,87
51307053853,gge,264,96
51307056708,efb,115,131
51307056810,bgc,70,41
51307057035,fec,256,192
51307060316,ceb,117,47
51307065654,fgb,33,179
51307065673,fde,201,273
51307078798,cab,216,312
51307080523,ccg,128,155
51307088753,gec,90,279
51307089159,abe,129,70
51307157358,bfd,36,69
51307162905,eec,88,43
51307168974,eee,288,54
51307210425,bda,199,33
51307233005,abd,240,271
51307244403,acc,62,26
51307292003,aec,70,222
51307293282,ega,42,29
51307294022,bab,112,159
51307354921,bdd,118,220
51307366442,cec,110,169
51307386436,bbg,73,37
51307447355,gga,86,15
51307455363,deg,223,289
51307465291,efg,181,116
51307486742,ffa,269,280
51307487573,gea,253,254
51307529720,fec,147,188
51307542382,fad,31,41
51307548711,fgg,71,11
51307557033,abc,57,97
51307557176,ggf,93,222
51307563376,dcd,214,352
51307603540,bdc,20,14
51307640904,bac,34,152
51307653672,bbb,22,139
51307657572,edf,85,75
51307659832,egg,271,263
51307662632,bfc,161,26
51307724615,fae,143,226
51307732046,efd,47,231
51307762110,cef,60,119
51307764676,gcc,146,186
51307774894,bdf,105,130
51307796426,acb,7,44
51307814355,ecc,156,260
51307814651,dbc,181,22
51307841760,aeb,24,172
51307852232,bbb,272,141
51307923464,ebf,29,40
51307931786,fbg,169,143
51307935476,aeg,246,170
51307993580,aab,32,282
51307994349,cgg,172,204
51307997776,fcb,39,250
51307998370,edg,156,303
51308030557,eed,225,102
51308065044,cac,177,141
51308067413,cee,44,13
51308070711,bda,291,28
51308077164,cfd,134,117
51308087313,ggg,137,148
51308099695,gbb,205,181
51308121358,aae,174,183
51308121557,aaf,285,100
51308128209,cgd,67,226
51308156780,ggd,39,30
51308163247,eac,281,104
51308184679,dfc,218,67
51308185547,ddc,244,229
51308189980,acd,70,66
51308208235,beb,261,148
51308218318,fac,162,98
51308221555,deb,8,62
51308228891,dff,210,91
51308229730,abf,141,229
51308243794,cdd,79,62
51308251681,gag,211,145
51308274961,dfb,151,269
51308288443,agb,110,208
51308308181,ged,277,70
51308329160,gcd,163,279
51308337485,cfd,123,94
51308348995,dgg,47,163
51308360543,eae,35,58
51308376161,gcf,209,52
51308408178,fba,79,204
51308409214,dge,46,108
51308409599,efc,185,71
51308419710,bbf,97,208
51308428463,fgf,140,341
51308431565,gbe,297,16
51308445191,adg,72,175
51308460072,ega,293,31
51308465669,cdg,101,259
51308478332,dcc,206,174
51308485531,fbe,250,170
51308508769,bcf,20,289
51308526764,eed,235,104
51308569918,feb,204,23
51308587197,bcb,260,37
51308587238,dcf,230,237
51308590380,ggf,132,235
51308602637,dcf,150,272
51308603779,bba,80,5
51308626581,baf,18,264
51308640107,bdb,246,38
51308649079,beg,63,31
51308657112,eee,207,64
51308668955,gdd,51,154
51308677094,ddb,61,198
51308678095,dgd,189,176
51308679007,gaf,294,170
51308684305,acb,19,46
51308698912,agf,200,147
51308704767,ccb,102,155
51308711869,bfa,43,290
51308716768,ded,260,153
51308717600,dfc,229,75
51308727098,aec,111,210
51308728203,afe,207,29
51308729346,agc,204,223
51308735102,aca,26,207
51308747865,ffe,169,13
51308795523,cge,117,222
51308798775,bab,217,173
51308803672,ddd,73,132
51308821637,caf,134,112
51308828761,dda,243,272
51308835143,ffb,277,279
51308837769,dbg,39,157
51308853921,eeg,52,283
51308883760,bge,54,191
51308896438,faf,59,73
51308937068,edd,210,248
51308989329,cfa,101,297
51309001929,fdf,123,187
51309009169,gdg,110,241
51309012243,gac,64,179
51309030216,gec,57,251
51309030807,gec,89,271
51309033439,bbe,264,165
51309045493,eea,171,32
51309058087,bbc,213,175
51309071088,cfc,227,111
51309073947,gef,99,31
51309110484,gff,113,298
51309112512,gfg,13,207
51309122940,efa,116,127
51309160224,ced,238,288
51309180062,ega,9,25
51309183454,cgf,158,118
51309190364,aed,153,132
51309194445,fef,210,105
51309203512,bcb,234,32
51309210470,bgg,158,78
51309215726,cdf,93,265
51309236840,fgf,14,375
51309237317,cbg,47,62
51309310241,fca,109,6
51309338103,fbf,166,108
51309341880,gee,37,5
51309342004,dae,247,206
51309342088,ffb,277,231
51309391174,cga,65,44
51309396150,gdf,208,228
51309406313,bac,83,164
51309409093,bce,178,236
51309430254,cdc,269,181
51309436257,dee,205,148
51309440309,eeg,35,271
51309473136,egb,131,91
51309474495,aef,263,95
51309480633,eaa,269,133
51309521005,gab,234,64
51309528005,fad,141,36
51309534679,ebc,171,109
51309536199,ddd,123,129
51309560317,geg,193,117
51309569167,agc,168,196
51309569529,cae,119,284
51309588846,ege,254,379
51309593152,fga,75,222
51309604578,ebg,229,229
51309615825,bdc,11,14
51309627650,acf,18,147
51309634899,bcg,26,278
51309639418,dab,189,102
51309643993,cbc,117,303
51309645223,bcc,200,7
51309651396,cgb,288,138
51309672497,fbe,222,185
51309676347,cce,60,265
51309676747,fdg,22,189
51309711812,fed,110,203
51309713544,gfe,46,75
51309719634,dad,262,223
51309723765,ebe,275,334
51309739411,aff,160,62
51309752702,ccc,223,121
51309769279,gaa,241,240
51309783435,adb,92,93
51309789981,aag,223,242
51309792345,dea,296,218
51309802306,gda,227,117
51309816179,bec,218,297
51309821768,gca,199,145
51309821944,fbb,153,45
51309846936,dce,39,95
51309846981,ebc,117,122
51309852660,cfd,120,90
51309857879,fea,173,257
51309875439,gdb,200,279
51309877520,cff,210,142
51309884253,aga,173,50
51309900433,ebb,69,141
51309909754,ece,92,113
51309917925,gfg,216,182
51309926382,geb,227,168
51309926739,gfd,28,15
51309935683,dfd,272,51
51309943091,abd,192,298
51309947306,fee,231,179
51309956295,ddf,79,87
51309972648,cgd,203,250
51310016003,ace,275,41
51310031434,afb,230,216
51310032216,cdg,244,290
51310038306,fec,68,165
51310045964,cfg,42,266
51310054408,gdd,125,164
51310063892,bca,100,57
51310076536,dde,153,271
51310080880,efg,287,128
51310090452,cdb,164,213
51310091091,ffa,117,277
51310094176,ddg,238,189
51310139720,dfa,245,176
51310153379,agf,52,152
51310153450,gae,225,273
51310163463,gge,105,81
51310172925,ega,171,26
51310190762,acd,123,57
51310201305,cgc,9,60
51310217655,gdd,27,170
51310223380,gga,10,12
51310271719,ceg,254,186
51310294571,dba,114,209
51310315923,dca,2,72
51310343213,gdd,143,190
51310343767,dad,197,260
51310362016,fdb,273,275
51310364367,eff,135,150
51310382688,eeb,11,95
51310418198,eag,39,211
51310425967,fdc,224,240
51310437206,dag,30,185
51310470350,aeb,264,149
51310476051,agf,148,152
51310500760,ecg,16,63
51310508256,ebb,158,118
51310520837,gcb,80,88
51310521854,fag,154,54
51310529986,acg,247,107
51310539022,fgc,56,169
51310547840,afg,16,263
51310589282,dac,74,9
51310608619,bgf,257,53
51310622930,afa,148,199
51310631538,aed,285,116
51310653648,abe,186,72
51310656130,def,99,7
51310660192,agd,92,21
51310687782,bed,235,147
51310766794,gce,110,94
51310774172,aag,207,220
51310803912,bad,133,172
51310809399,cfe,249,36
51310815443,bfe,52,77
51310821559,ecd,117,69
51310845205,egd,171,179
51310852956,geb,23,137
51310863768,dbg,164,147
51310929301,bfa,128,232
51310932057,adc,140,97
51310963899,gec,179,271
51310985328,fcf,94,125
51310988535,edf,72,85
51310998936,gfe,114,84
51311007729,gad,224,141
51311009022,eab,88,235
51311017828,bcg,245,300
51311020920,bdf,83,111
51311059376,cdb,125,202
51311086810,ace,164,36
51311114473,edd,269,265
51311124872,bfb,258,73
51311143746,gfb,271,262
51311156173,dgd,239,177
51311166940,bbf,102,218
51311195881,ffd,247,280
51311208287,efb,15,149
51311240013,gbg,121,96
51311268985,afa,2,165
51311304907,dbb,18,164
51311316728,fba,120,212
51311361805,bac,242,177
51311362063,gbe,198,13
51311365222,bcd,191,12
51311408416,eac,207,118
51311411216,bae,187,8
51311420430,cge,167,226
51311451227,fgf,282,386
51311483142,ceg,146,206
51311520353,eed,157,109
51311528233,fff,182,80
51311573283,dgc,133,163
51311599264,gad,84,162
51311623102,afc,229,137
51311675217,dfg,175,171
51311691517,fab,192,237
51311728790,eca,70,195
51311744025,geb,195,117
51311764117,fag,292,44
51311781098,cae,153,258
51311793552,bag,103,146
51311805398,bdg,154,173
51311821141,ebg,223,183
51311830118,gaf,277,136
51311866649,dfe,258,301
51311907210,eed,243,118
51311913233,ead,232,155
51311927453,gcb,65,70
51311932631,agg,62,106
51311971728,bcc,83,7
51311991387,dee,87,170
51311998220,cbd,143,106
51312024561,abg,61,269
51312033522,dcb,59,319
51312046162,aac,171,116
51312050917,fce,153,218
51312074829,edb,96,150
51312084969,bgb,58,36
51312085005,aba,246,8
51312086088,bef,178,67
51312089673,ggf,38,256
51312105454,gdg,3,204
51312114448,cbf,275,9
51312118162,age,27,9
51312119796,dgb,67,305
51312129649,fgc,175,185
51312150008,fgg,151,11
51312156962,dec,252,252
51312159154,edc,24,259
51312188527,gdc,92,311
51312203691,dfg,169,181
51312205676,efe,92,136
51312206210,gfc,36,49
51312246000,feb,292,24
51312269560,ggd,36,27
51312307020,bba,177,5
51312332059,bdd,233,217
51312332153,eed,133,105
51312337976,bee,289,50
51312340735,dcf,178,277
51312355490,cbe,53,112
51312356700,gga,51,12
51312392780,dbf,61,224
51312400374,cfb,49,196
51312412586,bcf,25,248
51312449594,cde,124,285
51312454704,cca,198,14
51312458488,bec,286,258
51312490358,cfc,118,93
51312501345,cda,253,313
51312528719,ffe,63,10
51312640096,aga,179,40
51312654376,bed,186,142
51312656357,bdg,135,183
51312661582,gac,169,202
51312678973,ccf,298,228
51312686551,fgd,240,62
51312691044,bbd,226,231
51312696244,bgd,201,161
51312725142,ada,193,61
51312734674,cfa,265,335
51312735841,ebe,127,337
51312741122,adf,164,296
51312765269,ccd,74,260
51312791441,fcg,238,32
51312795159,cbe,6,89
51312800774,cbb,264,218
51312807190,gfa,231,245
51312812794,gda,109,93
51312823585,efc,262,61
51312828573,bcb,46,37
51312836273,cad,28,370
51312861497,cab,70,268
51312907087,ecd,278,68
51312928567,fcg,105,26
51312936583,dcg,162,154
51312943980,cee,91,15
51312948500,bae,285,9
51312950204,aga,297,38
51312952647,faf,21,59
51312953821,gcc,41,197
51312955129,cad,257,355
51312960337,fbc,103,289
51312975436,gcg,42,135
51312981981,fbd,116,332
51312997912,efe,201,156
51313011250,efd,111,228
51313016965,dde,214,319
51313038159,gec,252,243
51313038342,gbf,16,140
51313059408,afd,20,111
51313068251,beb,132,165
51313132767,geg,61,108
51313144044,ebd,235,188
51313146609,ege,82,390
51313170788,gbc,188,239
51313173263,dbd,3,364
51313179215,abg,298,223
51313241965,deg,58,242
51313260755,cbd,82,92
51313262808,fae,143,235
51313277000,abb,36,97
51313284412,dbe,91,81
51313297754,fab,250,258
51313311827,aea,14,135
51313319893,dcf,248,265
51313329719,egb,130,94
51313346747,bgb,181,34
51313351978,bde,124,87
51313356942,eeg,30,279
51313400814,fdc,52,256
51313419718,gda,28,96
51313421667,ged,293,72
51313430516,dbc,194,18
51313440901,cga,65,46
51313443596,eea,42,27
51313449563,dca,191,59
51313452493,bga,163,98
51313469428,eef,186,107
51313469716,caa,123,155
51313476122,dfa,232,209
51313562294,edd,124,241
51313592677,ccb,157,168
51313609918,bce,277,273
51313614642,bfg,258,22
51313654364,agc,36,166
51313678176,dag,277,170
51313704472,fab,184,281
51313714750,ecg,281,61
51313726568,dcd,20,309
51313747199,fdd,269,149
51313752363,agf,118,141
51313757404,egf,89,299
51313788613,efg,10,145
51313804180,bea,223,103
51313810284,fbg,179,140
51313841123,gac,273,204
51313855477,eba,71,30
51313861072,gcf,15,56
51313863370,ggc,273,31
51313867533,gce,47,80
51313890470,dag,240,137
51313903934,cag,68,18
51313906265,cgf,167,122
51313915043,eda,196,222
51313929071,bbc,144,154
51313940972,aad,176,13
51313959841,geg,170,93
51313967351,gbc,247,241
51313970678,gag,290,133
51314011829,gge,56,81
51314013172,fda,292,153
51314016343,ggb,172,64
51314038840,ebb,258,121
51314041731,abd,92,274
51314071803,cee,184,17
51314100972,bfc,165,26
51314102837,bae,158,9
51314117337,daf,241,77
51314123300,dbc,76,17
51314137779,dga,57,152
51314140080,eec,55,38
51314158146,fae,165,188
51314194956,aee,161,181
51314200308,egg,252,302
51314200576,bbg,7,39
51314200641,ece,24,90
51314204975,acd,44,57
51314218756,dag,216,126
51314221848,aae,25,175
51314225251,aff,115,55
51314247882,cag,52,14
51314304140,faa,59,10
51314321190,bga,77,89
51314335709,gdd,237,203
51314349090,beb,134,133
51314359375,eea,273,26
51314398199,bbb,197,119
51314412130,bbc,257,177
51314424560,bcf,117,240
51314431792,dbf,16,237
51314477020,fbe,51,164
51314482022,bef,64,65
51314505890,efa,67,110
51314507601,cdd,61,51
51314538010,dee,14,197
51314573538,bfa,93,248
51314587505,gcf,207,62
51314601162,aeg,32,139
51314603764,feb,15,19
51314612723,bcb,289,39
51314617245,dda,168,315
51314623462,fca,168,5
51314632045,ffd,151,299
51314637863,beg,271,30
51314654182,eaa,297,130
51314690426,ced,175,331
51314711658,cea,80,151
51314711698,cef,166,133
51314722305,gae,288,308
51314726606,fba,26,212
51314733387,baa,192,188
51314745189,ede,230,206
51314826906,gfb,278,238
51314851924,gfd,114,12
51314858191,daa,230,244
51314864653,deb,82,56
51314867292,gba,186,170
51314868302,ggg,209,155
51314871578,bag,125,157
51314877339,abe,157,72
51314900305,bga,125,96
51314900590,fbf,85,90
51314910735,ded,279,148
51314923826,eff,109,178
51314954090,gfe,14,77
51314996686,bge,118,173
51315011189,add,49,92
51315017554,cag,212,14
51315032463,eaf,45,171
51315032859,fcc,172,96
51315038525,bff,40,123
51315051376,ffc,139,98
51315064259,fgb,138,161
51315068248,gcd,73,239
51315082337,efg,255,117
51315083946,gdf,81,266
51315087323,aad,116,11
51315099165,aba,278,6
51315171005,abd,51,315
51315218075,aab,267,298
51315222952,aeb,17,166
51315230508,ged,192,77
51315250030,dac,120,8
51315261203,deb,51,47
51315262949,dff,43,102
51315270247,aaa,108,216
51315292930,fdd,32,177
51315303639,ecb,196,5
51315304426,bce,41,294
51315309605,def,187,5
51315371327,fba,186,199
51315379497,cda,145,350
51315379578,ddg,255,153
51315384002,bgg,8,74
51315418077,egb,13,101
51315446485,cdb,40,177
51315454392,bcc,43,7
51315469585,afc,163,161
51315469918,dfb,50,266
51315474633,aag,19,220
51315498399,eab,223,277
51315507473,dgf,70,254
51315531710,dgc,227,190
51315542266,gbd,4,207
51315553208,ddf,294,89
51315568024,aba,132,6
51315580246,dbb,101,177
51315589876,egd,239,148
51315620851,aae,195,140
51315624997,gdc,25,264
51315632179,aaf,178,88
51315642179,bbe,226,179
51315658460,ddb,153,235
51315680253,egc,286,257
51315685444,fcd,87,121
51315688586,bfd,53,59
51315696273,cdc,31,199
51315706432,cgg,269,201
51315767247,gde,272,242
51315798409,afe,11,23
51315801738,cea,40,149
51315805686,edg,74,242
51315806284,bfe,169,87
51315835490,gaf,150,134
51315836671,fge,261,129
51315837636,ecf,53,296
51315857644,feb,209,16
51315879165,gff,22,327
51315903568,aef,15,82
51315919242,cba,43,120
51315931952,fcc,51,109
51315954615,ace,187,36
51316015889,afd,8,98
51316016371,fbb,211,46
51316062343,cec,260,185
51316073693,bdf,3,119
51316083057,dcd,104,290
51316098604,daf,133,79
51316116043,bab,264,190
51316139745,dce,150,81
51316155448,cec,121,212
51316158066,geg,17,74
51316174487,ggd,290,23
51316182816,fed,239,237
51316203949,eeb,98,83
51316211511,ddc,22,251
51316214729,cfe,39,35
51316222907,dbc,134,14
51316228115,bdb,107,41
51316244162,feg,230,27
51316300157,cfg,232,308
51316300643,ccg,269,131
51316302242,bea,141,105
51316317483,eag,2,200
51316340108,bfd,65,60
51316342778,gfd,268,13
51316346545,gbg,144,111
51316362933,cac,163,150
51316375184,bgd,90,136
51316392408,ade,46,188
51316415235,dgg,14,146
51316421688,agc,84,141
51316425878,fde,81,237
51316529686,afd,142,89
51316544445,fcg,177,23
51316551525,fag,123,48
51316567742,fee,48,148
51316570163,gba,7,178
51316572890,eeb,293,90
51316580097,edc,144,246
51316585661,bgc,206,33
51316589523,gab,30,71
51316609388,age,50,10
51316615734,bea,173,123
51316628020,fcg,62,25
51316632129,aac,37,120
51316640760,fef,200,107
51316645795,ceb,257,40
51316654971,gdg,174,179
51316661264,aab,1,259
51316665431,abc,149,97
51316669296,ffg,244,143
51316681375,aca,35,221
51316692104,cbc,87,266
51316699809,adb,297,93
51316726651,adf,1,260
51316767154,cff,156,167
51316795377,fad,289,42
51316802518,gef,234,32
51316812797,egb,172,117
51316814611,ebf,33,36
51316828531,eae,4,50
51316869162,efb,218,172
51316976472,dag,169,138
51317008672,bef,228,72
51317026347,fea,210,290
51317047692,bda,207,25
51317049966,gdf,67,247
51317050504,ddd,119,118
51317050829,cdf,49,312
51317054477,gea,38,269
51317093338,dge,204,90
51317093404,aae,119,165
51317100313,acc,70,22
51317158518,gaa,239,254
51317208924,dfd,198,41
51317214562,bbf,256,239
51317221508,bee,115,47
51317224424,edc,168,214
51317225801,ccg,198,127
51317236973,bdg,255,206
51317241788,ggd,41,19
51317243804,dag,96,161
51317247922,fge,170,144
51317283261,baf,91,232
51317285973,ecc,150,286
51317289088,ddf,290,97
51317294707,ead,52,175
51317333118,bad,239,158
51317335194,gfe,176,63
51317412987,fga,5,215
51317420557,ebg,42,162
51317424964,gec,11,250
51317434439,fff,177,92
51317442540,adg,202,150
51317449416,fff,128,80
51317496213,cad,152,383
51317499711,bfe,130,78
51317503289,fcd,143,99
51317504754,dfc,224,78
51317527736,eea,19,30
51317563728,cgf,4,103
51317618689,gac,38,185
51317620565,aea,130,128
51317642828,ffb,137,263
51317643764,ffc,89,90
51317644223,fcb,209,250
51317646373,gbb,174,197
51317647833,agb,237,224
51317649187,gfc,117,52
51317655203,fdf,252,175
51317663549,feb,109,16
51317668466,edd,174,207
51317676916,eca,287,202
51317682756,ebc,289,128
51317686845,bac,6,155
51317697709,cge,158,262
51317698365,dae,153,195
51317712072,aad,220,11
51317712461,add,220,103
51317738053,efe,182,173
51317746511,abf,142,222
51317757644,aec,216,205
51317761471,egc,209,280
51317775989,fdc,62,220
51317783026,bdc,80,16
51317812794,gga,10,11
51317819196,fag,34,53
51317847006,ged,144,72
51317882462,fbc,192,300
51317886581,ffa,218,315
51317893045,dad,36,291
51317899793,acf,42,157
51317901293,ece,253,75
51317903986,ada,218,54
51317917985,dee,219,181
51317919117,ddg,73,166
51317932261,cce,61,241
51317937943,gdb,119,245
51317976524,fab,155,269
51317984792,cga,158,38
51317988311,cbg,90,57
51317988796,deb,178,55
51317994468,cbd,39,108
51317999466,dec,286,292
51318000632,ecc,268,265
51318013790,cff,268,180
